timestamp,value,classification,Date,shift,change
1523079000,20,Extreme Fear,2018-04-07,Extreme Fear,
1523165400,17,Extreme Fear,2018-04-08,Extreme Fear,
1523251800,21,Extreme Fear,2018-04-09,Extreme Fear,
1523338200,18,Extreme Fear,2018-04-10,Extreme Fear,
1523424600,20,Extreme Fear,2018-04-11,Extreme Fear,
1523511000,18,Extreme Fear,2018-04-12,Extreme Fear,
1523597400,23,Extreme Fear,2018-04-13,Extreme Fear,
1523943000,26,Fear,2018-04-17,Extreme Fear,Extreme Fear→Fear
1524029400,24,Extreme Fear,2018-04-18,Fear,Fear→Extreme Fear
1524115800,25,Fear,2018-04-19,Extreme Fear,Extreme Fear→Fear
1524202200,26,Fear,2018-04-20,Fear,
1524288600,32,Fear,2018-04-21,Fear,
1524375000,31,Fear,2018-04-22,Fear,
1524461400,28,Fear,2018-04-23,Fear,
1524547800,29,Fear,2018-04-24,Fear,
1524634200,64,Greed,2018-04-25,Fear,Fear→Greed
1524720600,47,Neutral,2018-04-26,Greed,Greed→Neutral
1524807000,55,Greed,2018-04-27,Neutral,Neutral→Greed
1524893400,54,Neutral,2018-04-28,Greed,Greed→Neutral
1524979800,61,Greed,2018-04-29,Neutral,Neutral→Greed
1525066200,59,Greed,2018-04-30,Greed,
1525152600,56,Greed,2018-05-01,Greed,
1525239000,52,Neutral,2018-05-02,Greed,Greed→Neutral
1525325400,55,Greed,2018-05-03,Neutral,Neutral→Greed
1525411800,56,Greed,2018-05-04,Greed,
1525498200,63,Greed,2018-05-05,Greed,
1525584600,67,Greed,2018-05-06,Greed,
1525671000,56,Greed,2018-05-07,Greed,
1525757400,62,Greed,2018-05-08,Greed,
1525843800,53,Neutral,2018-05-09,Greed,Greed→Neutral
1525930200,63,Greed,2018-05-10,Neutral,Neutral→Greed
1526016600,41,Fear,2018-05-11,Greed,Greed→Fear
1526103000,44,Fear,2018-05-12,Fear,
1526189400,40,Fear,2018-05-13,Fear,
1526275800,40,Fear,2018-05-14,Fear,
1526362200,40,Fear,2018-05-15,Fear,
1526448600,32,Fear,2018-05-16,Fear,
1526535000,31,Fear,2018-05-17,Fear,
1526621400,37,Fear,2018-05-18,Fear,
1526707800,31,Fear,2018-05-19,Fear,
1526794200,32,Fear,2018-05-20,Fear,
1526880600,41,Fear,2018-05-21,Fear,
1526967000,30,Fear,2018-05-22,Fear,
1527053400,26,Fear,2018-05-23,Fear,
1527139800,27,Fear,2018-05-24,Fear,
1527226200,25,Fear,2018-05-25,Fear,
1527312600,23,Extreme Fear,2018-05-26,Fear,Fear→Extreme Fear
1527399000,19,Extreme Fear,2018-05-27,Extreme Fear,
1527485400,22,Extreme Fear,2018-05-28,Extreme Fear,
1527571800,16,Extreme Fear,2018-05-29,Extreme Fear,
1527658200,38,Fear,2018-05-30,Extreme Fear,Extreme Fear→Fear
1527744600,25,Fear,2018-05-31,Fear,
1527831000,24,Extreme Fear,2018-06-01,Fear,Fear→Extreme Fear
1527917400,27,Fear,2018-06-02,Extreme Fear,Extreme Fear→Fear
1528003800,40,Fear,2018-06-03,Fear,
1528090200,41,Fear,2018-06-04,Fear,
1528176600,26,Fear,2018-06-05,Fear,
1528263000,42,Fear,2018-06-06,Fear,
1528349400,38,Fear,2018-06-07,Fear,
1528435800,40,Fear,2018-06-08,Fear,
1528522200,39,Fear,2018-06-09,Fear,
1528608600,24,Extreme Fear,2018-06-10,Fear,Fear→Extreme Fear
1528695000,15,Extreme Fear,2018-06-11,Extreme Fear,
1528781400,19,Extreme Fear,2018-06-12,Extreme Fear,
1528867800,19,Extreme Fear,2018-06-13,Extreme Fear,
1528954200,17,Extreme Fear,2018-06-14,Extreme Fear,
1529040600,26,Fear,2018-06-15,Extreme Fear,Extreme Fear→Fear
1529127000,22,Extreme Fear,2018-06-16,Fear,Fear→Extreme Fear
1529213400,23,Extreme Fear,2018-06-17,Extreme Fear,
1529299800,27,Fear,2018-06-18,Extreme Fear,Extreme Fear→Fear
1529386200,32,Fear,2018-06-19,Fear,
1529472600,34,Fear,2018-06-20,Fear,
1529559000,37,Fear,2018-06-21,Fear,
1529645400,28,Fear,2018-06-22,Fear,
1529731800,17,Extreme Fear,2018-06-23,Fear,Fear→Extreme Fear
1529818200,15,Extreme Fear,2018-06-24,Extreme Fear,
1529904600,16,Extreme Fear,2018-06-25,Extreme Fear,
1529991000,21,Extreme Fear,2018-06-26,Extreme Fear,
1530077400,18,Extreme Fear,2018-06-27,Extreme Fear,
1530163800,20,Extreme Fear,2018-06-28,Extreme Fear,
1530250200,16,Extreme Fear,2018-06-29,Extreme Fear,
1530336600,22,Extreme Fear,2018-06-30,Extreme Fear,
1530423000,27,Fear,2018-07-01,Extreme Fear,Extreme Fear→Fear
1530509400,27,Fear,2018-07-02,Fear,
1530595800,31,Fear,2018-07-03,Fear,
1530682200,33,Fear,2018-07-04,Fear,
1530768600,37,Fear,2018-07-05,Fear,
1530855000,34,Fear,2018-07-06,Fear,
1530941400,34,Fear,2018-07-07,Fear,
1531027800,38,Fear,2018-07-08,Fear,
1531114200,39,Fear,2018-07-09,Fear,
1531200600,37,Fear,2018-07-10,Fear,
1531287000,29,Fear,2018-07-11,Fear,
1531373400,33,Fear,2018-07-12,Fear,
1531459800,29,Fear,2018-07-13,Fear,
1531546200,29,Fear,2018-07-14,Fear,
1531632600,32,Fear,2018-07-15,Fear,
1531719000,36,Fear,2018-07-16,Fear,
1531805400,39,Fear,2018-07-17,Fear,
1531891800,42,Fear,2018-07-18,Fear,
1531978200,44,Fear,2018-07-19,Fear,
1532064600,47,Neutral,2018-07-20,Fear,Fear→Neutral
1532151000,43,Fear,2018-07-21,Neutral,Neutral→Fear
1532237400,46,Neutral,2018-07-22,Fear,Fear→Neutral
1532323800,44,Fear,2018-07-23,Neutral,Neutral→Fear
1532410200,49,Neutral,2018-07-24,Fear,Fear→Neutral
1532496600,54,Neutral,2018-07-25,Neutral,
1532583000,53,Neutral,2018-07-26,Neutral,
1532669400,47,Neutral,2018-07-27,Neutral,
1532755800,54,Neutral,2018-07-28,Neutral,
1532842200,54,Neutral,2018-07-29,Neutral,
1532928600,53,Neutral,2018-07-30,Neutral,
1533015000,48,Neutral,2018-07-31,Neutral,
1533101400,39,Fear,2018-08-01,Neutral,Neutral→Fear
1533187800,39,Fear,2018-08-02,Fear,
1533274200,36,Fear,2018-08-03,Fear,
1533360600,31,Fear,2018-08-04,Fear,
1533447000,23,Extreme Fear,2018-08-05,Fear,Fear→Extreme Fear
1533533400,25,Fear,2018-08-06,Extreme Fear,Extreme Fear→Fear
1533619800,25,Fear,2018-08-07,Fear,
1533706200,23,Extreme Fear,2018-08-08,Fear,Fear→Extreme Fear
1533792600,19,Extreme Fear,2018-08-09,Extreme Fear,
1533879000,21,Extreme Fear,2018-08-10,Extreme Fear,
1533965400,18,Extreme Fear,2018-08-11,Extreme Fear,
1534051800,18,Extreme Fear,2018-08-12,Extreme Fear,
1534138200,21,Extreme Fear,2018-08-13,Extreme Fear,
1534224600,16,Extreme Fear,2018-08-14,Extreme Fear,
1534311000,18,Extreme Fear,2018-08-15,Extreme Fear,
1534397400,21,Extreme Fear,2018-08-16,Extreme Fear,
1534483800,19,Extreme Fear,2018-08-17,Extreme Fear,
1534570200,24,Extreme Fear,2018-08-18,Extreme Fear,
1534656600,27,Fear,2018-08-19,Extreme Fear,Extreme Fear→Fear
1534743000,26,Fear,2018-08-20,Fear,
1534829400,19,Extreme Fear,2018-08-21,Fear,Fear→Extreme Fear
1534915800,21,Extreme Fear,2018-08-22,Extreme Fear,
1535002200,18,Extreme Fear,2018-08-23,Extreme Fear,
1535088600,19,Extreme Fear,2018-08-24,Extreme Fear,
1535175000,22,Extreme Fear,2018-08-25,Extreme Fear,
1535261400,19,Extreme Fear,2018-08-26,Extreme Fear,
1535347800,18,Extreme Fear,2018-08-27,Extreme Fear,
1535434200,19,Extreme Fear,2018-08-28,Extreme Fear,
1535520600,19,Extreme Fear,2018-08-29,Extreme Fear,
1535607000,22,Extreme Fear,2018-08-30,Extreme Fear,
1535693400,17,Extreme Fear,2018-08-31,Extreme Fear,
1535779800,21,Extreme Fear,2018-09-01,Extreme Fear,
1535866200,18,Extreme Fear,2018-09-02,Extreme Fear,
1535952600,19,Extreme Fear,2018-09-03,Extreme Fear,
1536039000,26,Fear,2018-09-04,Extreme Fear,Extreme Fear→Fear
1536125400,17,Extreme Fear,2018-09-05,Fear,Fear→Extreme Fear
1536211800,14,Extreme Fear,2018-09-06,Extreme Fear,
1536298200,17,Extreme Fear,2018-09-07,Extreme Fear,
1536384600,18,Extreme Fear,2018-09-08,Extreme Fear,
1536471000,13,Extreme Fear,2018-09-09,Extreme Fear,
1536557400,15,Extreme Fear,2018-09-10,Extreme Fear,
1536643800,18,Extreme Fear,2018-09-11,Extreme Fear,
1536730200,14,Extreme Fear,2018-09-12,Extreme Fear,
1536816600,20,Extreme Fear,2018-09-13,Extreme Fear,
1536903000,23,Extreme Fear,2018-09-14,Extreme Fear,
1536989400,24,Extreme Fear,2018-09-15,Extreme Fear,
1537075800,28,Fear,2018-09-16,Extreme Fear,Extreme Fear→Fear
1537162200,25,Fear,2018-09-17,Fear,
1537248600,21,Extreme Fear,2018-09-18,Fear,Fear→Extreme Fear
1537335000,24,Extreme Fear,2018-09-19,Extreme Fear,
1537421400,24,Extreme Fear,2018-09-20,Extreme Fear,
1537507800,31,Fear,2018-09-21,Extreme Fear,Extreme Fear→Fear
1537594200,35,Fear,2018-09-22,Fear,
1537680600,38,Fear,2018-09-23,Fear,
1537767000,43,Fear,2018-09-24,Fear,
1537853400,37,Fear,2018-09-25,Fear,
1537939800,37,Fear,2018-09-26,Fear,
1538026200,42,Fear,2018-09-27,Fear,
1538112600,42,Fear,2018-09-28,Fear,
1538199000,37,Fear,2018-09-29,Fear,
1538285400,34,Fear,2018-09-30,Fear,
1538371800,35,Fear,2018-10-01,Fear,
1538458200,33,Fear,2018-10-02,Fear,
1538544600,36,Fear,2018-10-03,Fear,
1538631000,29,Fear,2018-10-04,Fear,
1538717400,37,Fear,2018-10-05,Fear,
1538803800,34,Fear,2018-10-06,Fear,
1538890200,29,Fear,2018-10-07,Fear,
1538976600,26,Fear,2018-10-08,Fear,
1539063000,31,Fear,2018-10-09,Fear,
1539149400,28,Fear,2018-10-10,Fear,
1539235800,19,Extreme Fear,2018-10-11,Fear,Fear→Extreme Fear
1539322200,13,Extreme Fear,2018-10-12,Extreme Fear,
1539408600,15,Extreme Fear,2018-10-13,Extreme Fear,
1539495000,18,Extreme Fear,2018-10-14,Extreme Fear,
1539581400,20,Extreme Fear,2018-10-15,Extreme Fear,
1539667800,24,Extreme Fear,2018-10-16,Extreme Fear,
1539754200,23,Extreme Fear,2018-10-17,Extreme Fear,
1539840600,26,Fear,2018-10-18,Extreme Fear,Extreme Fear→Fear
1539927000,24,Extreme Fear,2018-10-19,Fear,Fear→Extreme Fear
1540013400,21,Extreme Fear,2018-10-20,Extreme Fear,
1540099800,21,Extreme Fear,2018-10-21,Extreme Fear,
1540186200,27,Fear,2018-10-22,Extreme Fear,Extreme Fear→Fear
1540272600,24,Extreme Fear,2018-10-23,Fear,Fear→Extreme Fear
1540359000,23,Extreme Fear,2018-10-24,Extreme Fear,
1540445400,25,Fear,2018-10-25,Extreme Fear,Extreme Fear→Fear
1540531800,29,Fear,2018-10-26,Fear,
1540618200,33,Fear,2018-10-27,Fear,
1540704600,35,Fear,2018-10-28,Fear,
1540791000,34,Fear,2018-10-29,Fear,
1540877400,31,Fear,2018-10-30,Fear,
1540963800,32,Fear,2018-10-31,Fear,
1541050200,29,Fear,2018-11-01,Fear,
1541136600,36,Fear,2018-11-02,Fear,
1541223000,36,Fear,2018-11-03,Fear,
1541309400,41,Fear,2018-11-04,Fear,
1541395800,42,Fear,2018-11-05,Fear,
1541482200,42,Fear,2018-11-06,Fear,
1541568600,48,Neutral,2018-11-07,Fear,Fear→Neutral
1541655000,51,Neutral,2018-11-08,Neutral,
1541741400,47,Neutral,2018-11-09,Neutral,
1541827800,52,Neutral,2018-11-10,Neutral,
1541914200,54,Neutral,2018-11-11,Neutral,
1542000600,52,Neutral,2018-11-12,Neutral,
1542087000,56,Greed,2018-11-13,Neutral,Neutral→Greed
1542173400,49,Neutral,2018-11-14,Greed,Greed→Neutral
1542259800,28,Fear,2018-11-15,Neutral,Neutral→Fear
1542346200,23,Extreme Fear,2018-11-16,Fear,Fear→Extreme Fear
1542432600,24,Extreme Fear,2018-11-17,Extreme Fear,
1542519000,26,Fear,2018-11-18,Extreme Fear,Extreme Fear→Fear
1542605400,28,Fear,2018-11-19,Fear,
1542691800,21,Extreme Fear,2018-11-20,Fear,Fear→Extreme Fear
1542778200,15,Extreme Fear,2018-11-21,Extreme Fear,
1542864600,14,Extreme Fear,2018-11-22,Extreme Fear,
1542951000,12,Extreme Fear,2018-11-23,Extreme Fear,
1543037400,15,Extreme Fear,2018-11-24,Extreme Fear,
1543123800,9,Extreme Fear,2018-11-25,Extreme Fear,
1543210200,17,Extreme Fear,2018-11-26,Extreme Fear,
1543296600,11,Extreme Fear,2018-11-27,Extreme Fear,
1543383000,14,Extreme Fear,2018-11-28,Extreme Fear,
1543469400,18,Extreme Fear,2018-11-29,Extreme Fear,
1543555800,19,Extreme Fear,2018-11-30,Extreme Fear,
1543642200,13,Extreme Fear,2018-12-01,Extreme Fear,
1543728600,15,Extreme Fear,2018-12-02,Extreme Fear,
1543815000,17,Extreme Fear,2018-12-03,Extreme Fear,
1543901400,12,Extreme Fear,2018-12-04,Extreme Fear,
1543987800,19,Extreme Fear,2018-12-05,Extreme Fear,
1544074200,13,Extreme Fear,2018-12-06,Extreme Fear,
1544160600,11,Extreme Fear,2018-12-07,Extreme Fear,
1544247000,11,Extreme Fear,2018-12-08,Extreme Fear,
1544333400,14,Extreme Fear,2018-12-09,Extreme Fear,
1544419800,19,Extreme Fear,2018-12-10,Extreme Fear,
1544506200,15,Extreme Fear,2018-12-11,Extreme Fear,
1544592600,14,Extreme Fear,2018-12-12,Extreme Fear,
1544679000,14,Extreme Fear,2018-12-13,Extreme Fear,
1544765400,10,Extreme Fear,2018-12-14,Extreme Fear,
1544851800,11,Extreme Fear,2018-12-15,Extreme Fear,
1544938200,13,Extreme Fear,2018-12-16,Extreme Fear,
1545024600,17,Extreme Fear,2018-12-17,Extreme Fear,
1545111000,23,Extreme Fear,2018-12-18,Extreme Fear,
1545197400,21,Extreme Fear,2018-12-19,Extreme Fear,
1545283800,27,Fear,2018-12-20,Extreme Fear,Extreme Fear→Fear
1545370200,35,Fear,2018-12-21,Fear,
1545456600,28,Fear,2018-12-22,Fear,
1545543000,31,Fear,2018-12-23,Fear,
1545629400,25,Fear,2018-12-24,Fear,
1545715800,33,Fear,2018-12-25,Fear,
1545802200,26,Fear,2018-12-26,Fear,
1545888600,29,Fear,2018-12-27,Fear,
1545975000,21,Extreme Fear,2018-12-28,Fear,Fear→Extreme Fear
1546061400,24,Extreme Fear,2018-12-29,Extreme Fear,
1546147800,23,Extreme Fear,2018-12-30,Extreme Fear,
1546234200,26,Fear,2018-12-31,Extreme Fear,Extreme Fear→Fear
1546320600,24,Extreme Fear,2019-01-01,Fear,Fear→Extreme Fear
1546407000,30,Fear,2019-01-02,Extreme Fear,Extreme Fear→Fear
1546493400,33,Fear,2019-01-03,Fear,
1546579800,48,Neutral,2019-01-04,Fear,Fear→Neutral
1546666200,36,Fear,2019-01-05,Neutral,Neutral→Fear
1546752600,31,Fear,2019-01-06,Fear,
1546839000,39,Fear,2019-01-07,Fear,
1546925400,39,Fear,2019-01-08,Fear,
1547011800,42,Fear,2019-01-09,Fear,
1547098200,37,Fear,2019-01-10,Fear,
1547184600,19,Extreme Fear,2019-01-11,Fear,Fear→Extreme Fear
1547271000,22,Extreme Fear,2019-01-12,Extreme Fear,
1547357400,21,Extreme Fear,2019-01-13,Extreme Fear,
1547443800,16,Extreme Fear,2019-01-14,Extreme Fear,
1547530200,27,Fear,2019-01-15,Extreme Fear,Extreme Fear→Fear
1547616600,24,Extreme Fear,2019-01-16,Fear,Fear→Extreme Fear
1547703000,28,Fear,2019-01-17,Extreme Fear,Extreme Fear→Fear
1547789400,29,Fear,2019-01-18,Fear,
1547875800,31,Fear,2019-01-19,Fear,
1547962200,35,Fear,2019-01-20,Fear,
1548048600,30,Fear,2019-01-21,Fear,
1548135000,27,Fear,2019-01-22,Fear,
1548221400,33,Fear,2019-01-23,Fear,
1548307800,37,Fear,2019-01-24,Fear,
1548394200,35,Fear,2019-01-25,Fear,
1548480600,41,Fear,2019-01-26,Fear,
1548567000,39,Fear,2019-01-27,Fear,
1548653400,35,Fear,2019-01-28,Fear,
1548739800,21,Extreme Fear,2019-01-29,Fear,Fear→Extreme Fear
1548826200,22,Extreme Fear,2019-01-30,Extreme Fear,
1548912600,17,Extreme Fear,2019-01-31,Extreme Fear,
1548999000,23,Extreme Fear,2019-02-01,Extreme Fear,
1549085400,22,Extreme Fear,2019-02-02,Extreme Fear,
1549171800,19,Extreme Fear,2019-02-03,Extreme Fear,
1549258200,27,Fear,2019-02-04,Extreme Fear,Extreme Fear→Fear
1549344600,21,Extreme Fear,2019-02-05,Fear,Fear→Extreme Fear
1549431000,14,Extreme Fear,2019-02-06,Extreme Fear,
1549517400,18,Extreme Fear,2019-02-07,Extreme Fear,
1549603800,37,Fear,2019-02-08,Extreme Fear,Extreme Fear→Fear
1549690200,42,Fear,2019-02-09,Fear,
1549776600,40,Fear,2019-02-10,Fear,
1549863000,46,Neutral,2019-02-11,Fear,Fear→Neutral
1549949400,38,Fear,2019-02-12,Neutral,Neutral→Fear
1550035800,48,Neutral,2019-02-13,Fear,Fear→Neutral
1550122200,48,Neutral,2019-02-14,Neutral,
1550208600,43,Fear,2019-02-15,Neutral,Neutral→Fear
1550295000,43,Fear,2019-02-16,Fear,
1550381400,38,Fear,2019-02-17,Fear,
1550467800,63,Greed,2019-02-18,Fear,Fear→Greed
1550554200,65,Greed,2019-02-19,Greed,
1550640600,59,Greed,2019-02-20,Greed,
1550727000,59,Greed,2019-02-21,Greed,
1550813400,61,Greed,2019-02-22,Greed,
1550899800,63,Greed,2019-02-23,Greed,
1550986200,69,Greed,2019-02-24,Greed,
1551072600,47,Neutral,2019-02-25,Greed,Greed→Neutral
1551159000,40,Fear,2019-02-26,Neutral,Neutral→Fear
1551245400,39,Fear,2019-02-27,Fear,
1551331800,39,Fear,2019-02-28,Fear,
1551418200,42,Fear,2019-03-01,Fear,
1551504600,41,Fear,2019-03-02,Fear,
1551591000,44,Fear,2019-03-03,Fear,
1551677400,36,Fear,2019-03-04,Fear,
1551763800,35,Fear,2019-03-05,Fear,
1551850200,42,Fear,2019-03-06,Fear,
1551936600,56,Greed,2019-03-07,Fear,Fear→Greed
1552023000,54,Neutral,2019-03-08,Greed,Greed→Neutral
1552109400,55,Greed,2019-03-09,Neutral,Neutral→Greed
1552195800,55,Greed,2019-03-10,Greed,
1552282200,56,Greed,2019-03-11,Greed,
1552368600,56,Greed,2019-03-12,Greed,
1552455000,54,Neutral,2019-03-13,Greed,Greed→Neutral
1552541400,55,Greed,2019-03-14,Neutral,Neutral→Greed
1552627800,55,Greed,2019-03-15,Greed,
1552714200,54,Neutral,2019-03-16,Greed,Greed→Neutral
1552800600,58,Greed,2019-03-17,Neutral,Neutral→Greed
1552887000,56,Greed,2019-03-18,Greed,
1552973400,56,Greed,2019-03-19,Greed,
1553059800,55,Greed,2019-03-20,Greed,
1553146200,62,Greed,2019-03-21,Greed,
1553232600,56,Greed,2019-03-22,Greed,
1553319000,50,Neutral,2019-03-23,Greed,Greed→Neutral
1553405400,44,Fear,2019-03-24,Neutral,Neutral→Fear
1553491800,46,Neutral,2019-03-25,Fear,Fear→Neutral
1553578200,43,Fear,2019-03-26,Neutral,Neutral→Fear
1553664600,44,Fear,2019-03-27,Fear,
1553751000,49,Neutral,2019-03-28,Fear,Fear→Neutral
1553837400,50,Neutral,2019-03-29,Neutral,
1553923800,57,Greed,2019-03-30,Neutral,Neutral→Greed
1554010200,56,Greed,2019-03-31,Greed,
1554096600,62,Greed,2019-04-01,Greed,
1554183000,60,Greed,2019-04-02,Greed,
1554269400,71,Greed,2019-04-03,Greed,
1554355800,61,Greed,2019-04-04,Greed,
1554442200,59,Greed,2019-04-05,Greed,
1554528600,65,Greed,2019-04-06,Greed,
1554615000,69,Greed,2019-04-07,Greed,
1554701400,65,Greed,2019-04-08,Greed,
1554787800,64,Greed,2019-04-09,Greed,
1554874200,62,Greed,2019-04-10,Greed,
1554960600,65,Greed,2019-04-11,Greed,
1555047000,42,Fear,2019-04-12,Greed,Greed→Fear
1555133400,62,Greed,2019-04-13,Fear,Fear→Greed
1555219800,51,Neutral,2019-04-14,Greed,Greed→Neutral
1555306200,60,Greed,2019-04-15,Neutral,Neutral→Greed
1555392600,50,Neutral,2019-04-16,Greed,Greed→Neutral
1555479000,61,Greed,2019-04-17,Neutral,Neutral→Greed
1555565400,64,Greed,2019-04-18,Greed,
1555651800,61,Greed,2019-04-19,Greed,
1555738200,62,Greed,2019-04-20,Greed,
1555824600,62,Greed,2019-04-21,Greed,
1555911000,61,Greed,2019-04-22,Greed,
1555997400,68,Greed,2019-04-23,Greed,
1556083800,65,Greed,2019-04-24,Greed,
1556170200,58,Greed,2019-04-25,Greed,
1556256600,41,Fear,2019-04-26,Greed,Greed→Fear
1556343000,42,Fear,2019-04-27,Fear,
1556429400,40,Fear,2019-04-28,Fear,
1556515800,42,Fear,2019-04-29,Fear,
1556602200,42,Fear,2019-04-30,Fear,
1556688600,51,Neutral,2019-05-01,Fear,Fear→Neutral
1556775000,50,Neutral,2019-05-02,Neutral,
1556861400,63,Greed,2019-05-03,Neutral,Neutral→Greed
1556947800,66,Greed,2019-05-04,Greed,
1557034200,67,Greed,2019-05-05,Greed,
1557120600,57,Greed,2019-05-06,Greed,
1557207000,69,Greed,2019-05-07,Greed,
1557293400,63,Greed,2019-05-08,Greed,
1557379800,69,Greed,2019-05-09,Greed,
1557466200,71,Greed,2019-05-10,Greed,
1557552600,76,Extreme Greed,2019-05-11,Greed,Greed→Extreme Greed
1557639000,75,Extreme Greed,2019-05-12,Extreme Greed,
1557725400,78,Extreme Greed,2019-05-13,Extreme Greed,
1557811800,78,Extreme Greed,2019-05-14,Extreme Greed,
1557898200,77,Extreme Greed,2019-05-15,Extreme Greed,
1557984600,75,Extreme Greed,2019-05-16,Extreme Greed,
1558071000,65,Greed,2019-05-17,Extreme Greed,Extreme Greed→Greed
1558157400,67,Greed,2019-05-18,Greed,
1558243800,70,Greed,2019-05-19,Greed,
1558330200,73,Greed,2019-05-20,Greed,
1558416600,68,Greed,2019-05-21,Greed,
1558503000,69,Greed,2019-05-22,Greed,
1558589400,65,Greed,2019-05-23,Greed,
1558675800,64,Greed,2019-05-24,Greed,
1558762200,69,Greed,2019-05-25,Greed,
1558848600,67,Greed,2019-05-26,Greed,
1558935000,70,Greed,2019-05-27,Greed,
1559021400,71,Greed,2019-05-28,Greed,
1559107800,71,Greed,2019-05-29,Greed,
1559194200,73,Greed,2019-05-30,Greed,
1559280600,61,Greed,2019-05-31,Greed,
1559367000,62,Greed,2019-06-01,Greed,
1559453400,63,Greed,2019-06-02,Greed,
1559539800,66,Greed,2019-06-03,Greed,
1559626200,42,Fear,2019-06-04,Greed,Greed→Fear
1559712600,27,Fear,2019-06-05,Fear,
1559799000,34,Fear,2019-06-06,Fear,
1559885400,27,Fear,2019-06-07,Fear,
1559971800,62,Greed,2019-06-08,Fear,Fear→Greed
1560058200,62,Greed,2019-06-09,Greed,
1560144600,46,Neutral,2019-06-10,Greed,Greed→Neutral
1560231000,61,Greed,2019-06-11,Neutral,Neutral→Greed
1560317400,60,Greed,2019-06-12,Greed,
1560403800,63,Greed,2019-06-13,Greed,
1560490200,67,Greed,2019-06-14,Greed,
1560576600,75,Extreme Greed,2019-06-15,Greed,Greed→Extreme Greed
1560663000,80,Extreme Greed,2019-06-16,Extreme Greed,
1560749400,84,Extreme Greed,2019-06-17,Extreme Greed,
1560835800,83,Extreme Greed,2019-06-18,Extreme Greed,
1560922200,82,Extreme Greed,2019-06-19,Extreme Greed,
